"scenario","scenario_num","A","B","sim_num","km_est","hybrid_est","km_error","hybrid_error"
"Moderate (30%)",3,0.15,0.15,180,2.34780434138922,4.03552298490092,-0.652195658610776,1.03552298490092
"Moderate (30%)",3,0.15,0.15,181,2.32955422302514,3.46240989258018,-0.670445776974864,0.462409892580181
"Moderate (30%)",3,0.15,0.15,182,2.31504294799292,2.92283505457971,-0.684957052007079,-0.0771649454202912
"Moderate (30%)",3,0.15,0.15,183,2.27683600453798,3.08890979995276,-0.723163995462017,0.0889097999527637
"Moderate (30%)",3,0.15,0.15,184,2.41886421600184,2.75896043923096,-0.581135783998158,-0.241039560769036
"Moderate (30%)",3,0.15,0.15,185,2.37210398832375,NA,-0.627896011676249,NA
"Moderate (30%)",3,0.15,0.15,186,2.28309058015484,2.75134586850727,-0.71690941984516,-0.248654131492729
"Moderate (30%)",3,0.15,0.15,187,2.26778108729531,2.87183537262786,-0.732218912704687,-0.128164627372143
"Moderate (30%)",3,0.15,0.15,188,2.31674515095119,4.846836342694,-0.683254849048813,1.846836342694
"Moderate (30%)",3,0.15,0.15,189,2.28205739339689,9.71388642104588,-0.717942606603111,6.71388642104588
"Moderate (30%)",3,0.15,0.15,190,2.33330020992002,2.72806693791721,-0.666699790079978,-0.271933062082793
"Moderate (30%)",3,0.15,0.15,191,2.2121714005924,2.68338037423568,-0.787828599407605,-0.316619625764316
"Moderate (30%)",3,0.15,0.15,192,2.32319169255594,2.91654792464331,-0.676808307444056,-0.083452075356691
"Moderate (30%)",3,0.15,0.15,193,2.27357642313026,NA,-0.726423576869741,NA
"Moderate (30%)",3,0.15,0.15,194,2.328969818458,NA,-0.671030181541999,NA
"Moderate (30%)",3,0.15,0.15,195,2.23728718002068,2.54171451542409,-0.762712819979319,-0.458285484575905
"Moderate (30%)",3,0.15,0.15,196,2.26505683455844,31.7575411394673,-0.734943165441559,28.7575411394673
"Moderate (30%)",3,0.15,0.15,197,2.17420492520543,2.5386178973322,-0.825795074794575,-0.461382102667804
"Moderate (30%)",3,0.15,0.15,198,2.32742963186005,4.35013888335392,-0.672570368139954,1.35013888335392
"Moderate (30%)",3,0.15,0.15,199,2.3879844328808,2.91471679690462,-0.612015567119196,-0.0852832030953832
"Moderate (30%)",3,0.15,0.15,200,2.39855131573426,2.7987782776642,-0.601448684265738,-0.201221722335799
